page_id,window_start,window_end,total_posts_3d,posts_per_day,total_reactions_3d,total_comments_3d,total_shares_3d,engagement_per_post,avg_negative_ratio_3d,positive_reactions_3d,negative_reactions_3d,reaction_trend
facebook_page,2012-09-03,2012-09-05,10,3.3333333333333335,231,52,3,23.1,0.0,231,0,79
facebook_page,2012-09-04,2012-09-06,18,6.0,377,100,0,20.944444444444443,0.0,377,0,87
facebook_page,2012-09-05,2012-09-07,18,6.0,374,127,0,20.77777777777778,0.0,374,0,-23
facebook_page,2012-09-06,2012-09-08,17,5.666666666666667,308,109,0,18.11764705882353,0.0,308,0,-133
facebook_page,2012-09-07,2012-09-09,17,5.666666666666667,310,108,14,18.235294117647058,0.0,310,0,92
facebook_page,2012-09-08,2012-09-10,21,7.0,380,104,14,18.095238095238095,0.0,380,0,113
facebook_page,2012-09-09,2012-09-12,19,6.333333333333333,350,107,14,18.42105263157895,0.0,350,0,-165
facebook_page,2012-09-10,2012-09-13,15,5.0,287,83,0,19.133333333333333,0.0,287,0,-41
facebook_page,2012-09-12,2012-09-15,11,3.6666666666666665,206,61,2,18.727272727272727,0.0,206,0,62
facebook_page,2012-09-13,2012-09-16,23,7.666666666666667,481,104,3,20.91304347826087,0.0,481,0,173
facebook_page,2012-09-15,2012-09-17,24,8.0,575,172,4,23.958333333333332,0.0,575,0,134
facebook_page,2012-09-16,2012-09-18,23,7.666666666666667,565,173,2,24.565217391304348,0.0,565,0,-223
facebook_page,2012-09-17,2012-09-19,19,6.333333333333333,449,180,4,23.63157894736842,0.0,449,0,-37
facebook_page,2012-09-18,2012-09-20,15,5.0,274,118,3,18.266666666666666,0.0,274,0,-31
facebook_page,2012-09-19,2012-09-21,21,7.0,337,173,3,16.047619047619047,0.0,337,0,-44
facebook_page,2012-09-20,2012-09-22,21,7.0,270,135,1,12.857142857142858,0.0,270,0,71
facebook_page,2012-09-21,2012-09-23,22,7.333333333333333,287,105,1,13.045454545454545,0.0,287,0,-77
facebook_page,2012-09-22,2012-09-24,18,6.0,238,35,3,13.222222222222221,0.0,238,0,-26
facebook_page,2012-09-23,2012-09-25,14,4.666666666666667,220,34,2,15.714285714285714,0.0,220,0,36
facebook_page,2012-09-24,2012-09-26,15,5.0,262,53,2,17.466666666666665,0.0,262,0,14
facebook_page,2012-09-25,2012-09-27,19,6.333333333333333,372,110,10,19.57894736842105,0.0,372,0,102
facebook_page,2012-09-26,2012-09-28,17,5.666666666666667,347,105,11,20.41176470588235,0.0,347,0,-31
facebook_page,2012-09-27,2012-09-29,23,7.666666666666667,470,139,11,20.434782608695652,0.0,470,0,27
facebook_page,2012-09-28,2012-09-30,24,8.0,452,180,2,18.833333333333332,0.0,452,0,109
facebook_page,2012-09-29,2012-10-01,25,8.333333333333334,485,196,5,19.4,0.0,485,0,-121
facebook_page,2012-09-30,2012-10-02,17,5.666666666666667,343,160,5,20.176470588235293,0.0,343,0,-97
facebook_page,2012-10-01,2012-10-03,9,3.0,248,94,4,27.555555555555557,0.0,248,0,-19
facebook_page,2012-10-02,2012-10-04,8,2.6666666666666665,234,110,0,29.25,0.0,234,0,7
facebook_page,2012-10-03,2012-10-05,8,2.6666666666666665,289,130,1,36.125,0.0,289,0,53
facebook_page,2012-10-04,2012-10-06,11,3.6666666666666665,304,97,7,27.636363636363637,0.0,304,0,10
facebook_page,2012-10-05,2012-10-07,9,3.0,238,59,7,26.444444444444443,0.0,238,0,-114
facebook_page,2012-10-06,2012-10-08,9,3.0,149,19,7,16.555555555555557,0.0,149,0,-51
facebook_page,2012-10-07,2012-10-09,9,3.0,133,16,1,14.777777777777779,0.0,133,0,60
facebook_page,2012-10-08,2012-10-10,10,3.3333333333333335,159,29,1,15.9,0.0,159,0,1
facebook_page,2012-10-09,2012-10-11,8,2.6666666666666665,142,39,3,17.75,0.0,142,0,-52
facebook_page,2012-10-10,2012-10-12,6,2.0,126,47,3,21.0,0.0,126,0,18
facebook_page,2012-10-11,2012-10-13,8,2.6666666666666665,166,66,5,20.75,0.0,166,0,58
facebook_page,2012-10-12,2012-10-14,8,2.6666666666666665,189,59,2,23.625,0.0,189,0,-13
facebook_page,2012-10-13,2012-10-15,13,4.333333333333333,302,96,3,23.23076923076923,0.0,302,0,91
facebook_page,2012-10-14,2012-10-16,15,5.0,396,121,1,26.4,0.0,396,0,129
facebook_page,2012-10-15,2012-10-17,19,6.333333333333333,488,160,2,25.68421052631579,0.0,488,0,-34
facebook_page,2012-10-16,2012-10-18,16,5.333333333333333,494,190,1,30.875,0.0,494,0,3
facebook_page,2012-10-17,2012-10-19,16,5.333333333333333,482,163,3,30.125,0.0,482,0,25
facebook_page,2012-10-18,2012-10-20,14,4.666666666666667,472,160,2,33.714285714285715,0.0,472,0,-50
facebook_page,2012-10-19,2012-10-21,10,3.3333333333333335,317,84,2,31.7,0.0,317,0,-140
facebook_page,2012-10-20,2012-10-22,10,3.3333333333333335,304,94,0,30.4,0.0,304,0,22
facebook_page,2012-10-21,2012-10-23,13,4.333333333333333,355,104,1,27.307692307692307,0.0,355,0,156
facebook_page,2012-10-22,2012-10-24,15,5.0,406,114,1,27.066666666666666,0.0,406,0,-76
facebook_page,2012-10-23,2012-10-26,10,3.3333333333333335,272,77,1,27.2,0.0,272,0,-163
facebook_page,2012-10-24,2012-10-27,6,2.0,143,47,0,23.833333333333332,0.0,143,0,-24
facebook_page,2012-10-26,2012-10-28,4,1.3333333333333333,88,34,0,22.0,0.0,88,0,3
facebook_page,2012-10-27,2012-10-29,4,1.3333333333333333,85,46,0,21.25,0.0,85,0,-37
facebook_page,2012-10-28,2012-10-30,7,2.3333333333333335,146,30,0,20.857142857142858,0.0,146,0,92
facebook_page,2012-10-29,2012-10-31,10,3.3333333333333335,269,58,0,26.9,0.0,269,0,129
facebook_page,2012-10-30,2012-11-01,12,4.0,335,46,0,27.916666666666668,0.0,335,0,-32
facebook_page,2012-10-31,2012-11-02,11,3.6666666666666665,381,83,0,34.63636363636363,0.0,381,0,15
facebook_page,2012-11-01,2012-11-03,10,3.3333333333333335,331,70,0,33.1,0.0,331,0,13
facebook_page,2012-11-02,2012-11-04,11,3.6666666666666665,379,82,0,34.45454545454545,0.0,379,0,-30
facebook_page,2012-11-03,2012-11-05,15,5.0,420,69,0,28.0,0.0,420,0,106
facebook_page,2012-11-04,2012-11-06,13,4.333333333333333,348,56,0,26.76923076923077,0.0,348,0,-107
facebook_page,2012-11-05,2012-11-07,10,3.3333333333333335,235,34,0,23.5,0.0,235,0,-184
facebook_page,2012-11-06,2012-11-08,4,1.3333333333333333,68,5,0,17.0,0.0,68,0,11
facebook_page,2012-11-07,2012-11-09,5,1.6666666666666667,96,17,0,19.2,0.0,96,0,34
facebook_page,2012-11-08,2012-11-18,6,2.0,88,17,1,14.666666666666666,0.0,88,0,-25
facebook_page,2012-11-09,2012-12-13,5,1.6666666666666667,59,17,1,11.8,0.0,59,0,-46
facebook_page,2012-11-18,2012-12-21,4,1.3333333333333333,14,2,1,3.5,0.0,14,0,-3
facebook_page,2012-12-13,2012-12-23,3,1.0,7,1,0,2.3333333333333335,0.0,7,0,-3
facebook_page,2012-12-21,2013-01-02,4,1.3333333333333333,59,27,5,14.75,0.0,59,0,51
facebook_page,2012-12-23,2013-01-03,6,2.0,128,32,7,21.333333333333332,0.0,128,0,73
facebook_page,2013-01-02,2013-01-04,6,2.0,145,32,7,24.166666666666668,0.0,145,0,-38
facebook_page,2013-01-03,2013-01-05,5,1.6666666666666667,149,12,2,29.8,0.0,149,0,-14
facebook_page,2013-01-04,2013-01-06,5,1.6666666666666667,189,19,0,37.8,0.0,189,0,96
facebook_page,2013-01-05,2013-01-08,6,2.0,263,28,0,43.833333333333336,0.0,263,0,32
facebook_page,2013-01-06,2013-01-09,8,2.6666666666666665,324,33,5,40.5,0.0,324,0,7
facebook_page,2013-01-08,2013-01-10,8,2.6666666666666665,297,43,5,37.125,0.0,297,0,-5
facebook_page,2013-01-09,2013-01-11,9,3.0,300,51,5,33.333333333333336,0.0,300,0,-26
facebook_page,2013-01-10,2013-01-12,9,3.0,392,84,1,43.55555555555556,0.0,392,0,126
facebook_page,2013-01-11,2013-01-13,14,4.666666666666667,547,95,3,39.07142857142857,0.0,547,0,147
facebook_page,2013-01-12,2013-01-14,12,4.0,503,84,3,41.916666666666664,0.0,503,0,-162
facebook_page,2013-01-13,2013-01-15,11,3.6666666666666665,325,48,3,29.545454545454547,0.0,325,0,-207
facebook_page,2013-01-14,2013-01-16,6,2.0,193,22,1,32.166666666666664,0.0,193,0,59
facebook_page,2013-01-15,2013-01-17,6,2.0,186,17,1,31.0,0.0,186,0,9
facebook_page,2013-01-16,2013-01-18,6,2.0,181,20,1,30.166666666666668,0.0,181,0,-80
facebook_page,2013-01-17,2013-01-21,5,1.6666666666666667,88,14,3,17.6,0.0,88,0,-27
facebook_page,2013-01-18,2013-01-22,5,1.6666666666666667,82,18,3,16.4,0.0,82,0,8
facebook_page,2013-01-21,2013-01-23,4,1.3333333333333333,101,7,2,25.25,0.0,101,0,32
facebook_page,2013-01-22,2013-01-24,5,1.6666666666666667,268,34,0,53.6,0.0,268,0,146
facebook_page,2013-01-23,2013-01-25,6,2.0,324,43,0,54.0,0.0,324,0,45
facebook_page,2013-01-24,2013-01-26,7,2.3333333333333335,408,51,0,58.285714285714285,0.0,408,0,-51
facebook_page,2013-01-25,2013-01-29,7,2.3333333333333335,367,29,1,52.42857142857143,0.0,367,0,49
facebook_page,2013-01-26,2013-01-30,9,3.0,544,62,1,60.44444444444444,0.0,544,0,138
facebook_page,2013-01-29,2013-01-31,13,4.333333333333333,593,72,2,45.61538461538461,0.0,593,0,39
facebook_page,2013-01-30,2013-02-02,15,5.0,679,97,1,45.266666666666666,0.0,679,0,-42
facebook_page,2013-01-31,2013-02-03,15,5.0,562,64,2,37.46666666666667,0.0,562,0,-28
facebook_page,2013-02-02,2013-02-07,10,3.3333333333333335,411,57,1,41.1,0.0,411,0,-198
facebook_page,2013-02-03,2013-02-08,7,2.3333333333333335,234,25,1,33.42857142857143,0.0,234,0,-102
facebook_page,2013-02-07,2013-02-10,4,1.3333333333333333,99,11,0,24.75,0.0,99,0,-12
facebook_page,2013-02-08,2013-02-11,5,1.6666666666666667,109,1,0,21.8,0.0,109,0,-11
facebook_page,2013-02-10,2013-02-15,10,3.3333333333333335,455,24,12,45.5,0.0,455,0,379
facebook_page,2013-02-11,2013-02-16,13,4.333333333333333,685,34,14,52.69230769230769,0.0,685,0,208
facebook_page,2013-02-15,2013-02-17,13,4.333333333333333,765,45,15,58.84615384615385,0.0,765,0,-277
facebook_page,2013-02-16,2013-02-18,8,2.6666666666666665,434,22,3,54.25,0.0,434,0,-182
facebook_page,2013-02-17,2013-02-19,5,1.6666666666666667,189,14,3,37.8,0.0,189,0,-117
facebook_page,2013-02-18,2013-02-20,6,2.0,165,5,2,27.5,0.0,165,0,30
facebook_page,2013-02-19,2013-02-23,5,1.6666666666666667,134,7,2,26.8,0.0,134,0,32
facebook_page,2013-02-20,2013-02-24,8,2.6666666666666665,337,36,0,42.125,0.0,337,0,110
facebook_page,2013-02-23,2013-02-25,8,2.6666666666666665,328,51,0,41.0,0.0,328,0,52
facebook_page,2013-02-24,2013-02-26,12,4.0,613,75,0,51.083333333333336,0.0,613,0,114
facebook_page,2013-02-25,2013-02-27,11,3.6666666666666665,572,49,0,52.0,0.0,572,0,78
facebook_page,2013-02-26,2013-02-28,13,4.333333333333333,705,34,0,54.23076923076923,0.0,705,0,-100
facebook_page,2013-02-27,2013-03-01,9,3.0,459,22,0,51.0,0.0,459,0,-91
facebook_page,2013-02-28,2013-03-02,8,2.6666666666666665,443,33,0,55.375,0.0,443,0,-71
facebook_page,2013-03-01,2013-03-03,5,1.6666666666666667,354,41,0,70.8,0.0,354,0,57
facebook_page,2013-03-02,2013-03-04,7,2.3333333333333335,390,40,0,55.714285714285715,0.0,390,0,-39
facebook_page,2013-03-03,2013-03-06,9,3.0,450,53,0,50.0,0.0,450,0,78
facebook_page,2013-03-04,2013-03-07,9,3.0,426,58,11,47.333333333333336,0.0,426,0,-3
facebook_page,2013-03-06,2013-03-08,9,3.0,420,70,11,46.666666666666664,0.0,420,0,-105
facebook_page,2013-03-07,2013-03-09,6,2.0,218,41,12,36.333333333333336,0.0,218,0,-100
facebook_page,2013-03-08,2013-03-10,6,2.0,158,29,2,26.333333333333332,0.0,158,0,-57
facebook_page,2013-03-09,2013-03-11,4,1.3333333333333333,102,21,2,25.5,0.0,102,0,41
facebook_page,2013-03-10,2013-03-13,5,1.6666666666666667,180,43,1,36.0,0.0,180,0,38
facebook_page,2013-03-11,2013-03-16,4,1.3333333333333333,197,40,0,49.25,0.0,197,0,16
facebook_page,2013-03-13,2013-03-20,4,1.3333333333333333,170,27,0,42.5,0.0,170,0,-64
facebook_page,2013-03-16,2013-03-21,3,1.0,88,7,2,29.333333333333332,0.0,88,0,-61
facebook_page,2013-03-20,2013-03-23,3,1.0,93,12,2,31.0,0.0,93,0,48
facebook_page,2013-03-21,2013-03-24,5,1.6666666666666667,239,35,2,47.8,0.0,239,0,164
facebook_page,2013-03-23,2013-03-25,7,2.3333333333333335,384,63,0,54.857142857142854,0.0,384,0,79
facebook_page,2013-03-24,2013-03-26,8,2.6666666666666665,411,72,1,51.375,0.0,411,0,-71
facebook_page,2013-03-25,2013-03-28,7,2.3333333333333335,310,49,1,44.285714285714285,0.0,310,0,-82
facebook_page,2013-03-26,2013-03-29,6,2.0,210,20,1,35.0,0.0,210,0,-48
facebook_page,2013-03-28,2013-03-30,5,1.6666666666666667,172,9,0,34.4,0.0,172,0,-8
facebook_page,2013-03-29,2013-03-31,6,2.0,282,43,1,47.0,0.0,282,0,128
facebook_page,2013-03-30,2013-04-02,7,2.3333333333333335,576,60,1,82.28571428571429,0.0,576,0,284
facebook_page,2013-03-31,2013-04-03,8,2.6666666666666665,588,61,1,73.5,0.0,588,0,-106
facebook_page,2013-04-02,2013-04-04,8,2.6666666666666665,514,37,3,64.25,0.0,514,0,-240
facebook_page,2013-04-03,2013-04-05,7,2.3333333333333335,298,29,15,42.57142857142857,0.0,298,0,56
facebook_page,2013-04-04,2013-04-06,7,2.3333333333333335,439,36,15,62.714285714285715,0.0,439,0,109
facebook_page,2013-04-05,2013-04-07,7,2.3333333333333335,598,48,12,85.42857142857143,0.0,598,0,135
facebook_page,2013-04-06,2013-04-08,9,3.0,693,42,0,77.0,0.0,693,0,10
facebook_page,2013-04-07,2013-04-09,10,3.3333333333333335,557,36,1,55.7,0.0,557,0,-186
facebook_page,2013-04-08,2013-04-16,8,2.6666666666666665,339,12,1,42.375,0.0,339,0,-178
facebook_page,2013-04-09,2013-04-19,5,1.6666666666666667,214,222,1,42.8,0.0,214,0,21
facebook_page,2013-04-16,2013-04-22,7,2.3333333333333335,278,230,2,39.714285714285715,0.0,278,0,96
facebook_page,2013-04-19,2013-04-23,9,3.0,378,243,2,42.0,0.0,378,0,47
facebook_page,2013-04-22,2013-04-24,10,3.3333333333333335,368,62,13,36.8,0.0,368,0,-53
facebook_page,2013-04-23,2013-04-25,6,2.0,281,53,11,46.833333333333336,0.0,281,0,-91
facebook_page,2013-04-24,2013-04-27,7,2.3333333333333335,301,69,13,43.0,0.0,301,0,77
facebook_page,2013-04-25,2013-05-02,7,2.3333333333333335,359,61,2,51.285714285714285,0.0,359,0,92
facebook_page,2013-04-27,2013-05-05,7,2.3333333333333335,336,56,2,48.0,0.0,336,0,-134
facebook_page,2013-05-02,2013-05-07,5,1.6666666666666667,278,29,40,55.6,0.0,278,0,-39
facebook_page,2013-05-05,2013-05-09,4,1.3333333333333333,137,5,42,34.25,0.0,137,0,-26
facebook_page,2013-05-07,2013-05-12,4,1.3333333333333333,124,7,42,31.0,0.0,124,0,-89
facebook_page,2013-05-09,2013-05-14,3,1.0,57,13,2,19.0,0.0,57,0,35
facebook_page,2013-05-12,2013-05-15,3,1.0,156,28,0,52.0,0.0,156,0,86
facebook_page,2013-05-14,2013-05-16,3,1.0,237,26,0,79.0,0.0,237,0,59
facebook_page,2013-05-15,2013-05-18,3,1.0,232,17,0,77.33333333333333,0.0,232,0,-69
facebook_page,2013-05-16,2013-05-19,7,2.3333333333333335,198,3,10,28.285714285714285,0.0,198,0,-29
facebook_page,2013-05-18,2013-05-20,7,2.3333333333333335,108,3,12,15.428571428571429,0.0,108,0,-26
facebook_page,2013-05-19,2013-05-25,7,2.3333333333333335,106,2,12,15.142857142857142,0.0,106,0,-37
facebook_page,2013-05-20,2013-05-28,5,1.6666666666666667,218,2,2,43.6,0.0,218,0,173
facebook_page,2013-05-25,2013-05-29,6,2.0,345,6,0,57.5,0.0,345,0,103
facebook_page,2013-05-28,2013-05-30,8,2.6666666666666665,532,15,0,66.5,0.0,532,0,38
facebook_page,2013-05-29,2013-05-31,6,2.0,466,22,0,77.66666666666667,0.0,466,0,-20
facebook_page,2013-05-30,2013-06-01,5,1.6666666666666667,405,28,0,81.0,0.0,405,0,-145
facebook_page,2013-05-31,2013-06-02,5,1.6666666666666667,267,21,1,53.4,0.0,267,0,-34
facebook_page,2013-06-01,2013-06-03,5,1.6666666666666667,166,12,2,33.2,0.0,166,0,-60
facebook_page,2013-06-02,2013-06-07,6,2.0,135,8,2,22.5,0.0,135,0,-38
facebook_page,2013-06-03,2013-06-08,5,1.6666666666666667,201,14,2,40.2,0.0,201,0,133
facebook_page,2013-06-07,2013-06-09,6,2.0,242,14,3,40.333333333333336,0.0,242,0,12
facebook_page,2013-06-08,2013-06-11,6,2.0,271,19,4,45.166666666666664,0.0,271,0,-75
facebook_page,2013-06-09,2013-06-13,7,2.3333333333333335,293,23,3,41.857142857142854,0.0,293,0,114
facebook_page,2013-06-11,2013-06-14,8,2.6666666666666665,346,26,3,43.25,0.0,346,0,36
facebook_page,2013-06-13,2013-06-15,12,4.0,528,41,2,44.0,0.0,528,0,85
facebook_page,2013-06-14,2013-06-16,11,3.6666666666666665,421,33,2,38.27272727272727,0.0,421,0,-46
facebook_page,2013-06-15,2013-06-17,9,3.0,342,34,1,38.0,0.0,342,0,-225
facebook_page,2013-06-16,2013-06-19,4,1.3333333333333333,132,11,1,33.0,0.0,132,0,-18
facebook_page,2013-06-17,2013-06-20,4,1.3333333333333333,209,11,1,52.25,0.0,209,0,110
facebook_page,2013-06-19,2013-06-21,4,1.3333333333333333,235,8,0,58.75,0.0,235,0,11
facebook_page,2013-06-20,2013-06-23,5,1.6666666666666667,251,5,0,50.2,0.0,251,0,-79
facebook_page,2013-06-21,2013-06-25,6,2.0,186,2,1,31.0,0.0,186,0,19
facebook_page,2013-06-23,2013-06-28,6,2.0,160,5,1,26.666666666666668,0.0,160,0,-31
facebook_page,2013-06-25,2013-06-29,7,2.3333333333333335,175,11,5,25.0,0.0,175,0,1
facebook_page,2013-06-28,2013-07-02,6,2.0,192,13,9,32.0,0.0,192,0,62
facebook_page,2013-06-29,2013-07-05,6,2.0,239,17,9,39.833333333333336,0.0,239,0,1
facebook_page,2013-07-02,2013-07-06,4,1.3333333333333333,182,17,5,45.5,0.0,182,0,-73
facebook_page,2013-07-05,2013-07-08,3,1.0,130,21,0,43.333333333333336,0.0,130,0,-37
facebook_page,2013-07-06,2013-07-15,3,1.0,159,16,1,53.0,0.0,159,0,87
facebook_page,2013-07-08,2013-07-18,7,2.3333333333333335,440,38,6,62.857142857142854,0.0,440,0,260
facebook_page,2013-07-15,2013-07-19,7,2.3333333333333335,480,36,7,68.57142857142857,0.0,480,0,-26
facebook_page,2013-07-18,2013-07-20,9,3.0,566,51,7,62.888888888888886,0.0,566,0,-108
facebook_page,2013-07-19,2013-07-24,12,4.0,794,41,4,66.16666666666667,0.0,794,0,448
facebook_page,2013-07-20,2013-07-29,15,5.0,983,58,8,65.53333333333333,0.0,983,0,77
facebook_page,2013-07-24,2013-07-30,13,4.333333333333333,795,40,7,61.15384615384615,0.0,795,0,-524
facebook_page,2013-07-29,2013-07-31,9,3.0,434,33,6,48.22222222222222,0.0,434,0,-102
facebook_page,2013-07-30,2013-08-01,7,2.3333333333333335,208,13,1,29.714285714285715,0.0,208,0,39
facebook_page,2013-07-31,2013-08-04,7,2.3333333333333335,240,14,1,34.285714285714285,0.0,240,0,-131
facebook_page,2013-08-01,2013-08-06,4,1.3333333333333333,131,4,0,32.75,0.0,131,0,15
facebook_page,2013-08-04,2013-08-10,3,1.0,246,19,0,82.0,0.0,246,0,122
facebook_page,2013-08-06,2013-08-25,3,1.0,236,20,2,78.66666666666667,0.0,236,0,-32
facebook_page,2013-08-10,2013-08-28,3,1.0,209,20,2,69.66666666666667,0.0,209,0,-127
facebook_page,2013-08-25,2013-09-01,3,1.0,54,3,2,18.0,0.0,54,0,-23
facebook_page,2013-08-28,2013-09-03,3,1.0,79,1,0,26.333333333333332,0.0,79,0,20
facebook_page,2013-09-01,2013-09-04,3,1.0,158,5,0,52.666666666666664,0.0,158,0,107
facebook_page,2013-09-03,2013-09-09,4,1.3333333333333333,180,6,0,45.0,0.0,180,0,-26
facebook_page,2013-09-04,2013-09-10,5,1.6666666666666667,332,22,1,66.4,0.0,332,0,93
facebook_page,2013-09-09,2013-09-11,10,3.3333333333333335,1078,99,3,107.8,0.0,1078,0,831
facebook_page,2013-09-10,2013-09-12,11,3.6666666666666665,1213,111,3,110.27272727272727,0.0,1213,0,-43
facebook_page,2013-09-11,2013-09-17,10,3.3333333333333335,1077,97,12,107.7,0.0,1077,0,-789
facebook_page,2013-09-12,2013-09-22,5,1.6666666666666667,291,21,10,58.2,0.0,291,0,-90
facebook_page,2013-09-17,2013-09-24,3,1.0,207,23,11,69.0,0.0,207,0,9
facebook_page,2013-09-22,2013-09-25,4,1.3333333333333333,198,23,2,49.5,0.0,198,0,-12
facebook_page,2013-09-24,2013-09-28,5,1.6666666666666667,188,18,2,37.6,0.0,188,0,-16
facebook_page,2013-09-25,2013-09-29,5,1.6666666666666667,158,3,1,31.6,0.0,158,0,-12
facebook_page,2013-09-28,2013-10-02,4,1.3333333333333333,161,6,0,40.25,0.0,161,0,1
facebook_page,2013-09-29,2013-10-03,3,1.0,121,5,0,40.333333333333336,0.0,121,0,-26
facebook_page,2013-10-02,2013-10-05,3,1.0,161,9,0,53.666666666666664,0.0,161,0,25
facebook_page,2013-10-03,2013-10-07,3,1.0,125,11,16,41.666666666666664,0.0,125,0,5
facebook_page,2013-10-05,2013-10-08,3,1.0,154,12,16,51.333333333333336,0.0,154,0,-37
